@relation veh-prime-edited

@attribute f0 numeric
@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute Class {noncar,car}

@data
-0.212,-0.932,0.063028,-0.027075,-0.651948,0.017274,0.138524,-0.381839,0.456311,0.04628,-0.385573,0.027445,0.072735,-0.649898,0.468289,0.056756,-0.621776,0.617073,-0.032096,-0.25572,-0.681722,0.054961,-0.662068,0.093981,-0.440786,-0.049288,-0.069704,-0.04982,-0.267273,0.110959,-0.50079,-0.730447,0.081097,0.610368,0.043552,-0.275329,noncar
0.002,-0.932,-1.136458,0.47252,0.154808,-0.204459,-0.415148,0.160003,-0.26524,-0.100776,0.065155,0.131008,0.025639,0.090572,-0.136569,-0.431313,0.256355,0.016783,-0.292118,-0.980591,0.142923,0.203498,-0.056322,0.152543,0.033949,-1.032311,-0.630579,-0.116391,-1.076885,-0.087276,-0.048647,1.657244,0.328133,-0.175949,0.448061,0.401662,car
0.002,-0.568,0.093248,-0.697872,-0.358185,-0.045946,0.604405,0.618677,0.291882,0.017669,0.090253,0.191906,-0.099628,-0.213512,0.026247,0.400543,-0.209344,0.393908,0.076601,0.187172,0.002994,-0.191989,-0.250042,-0.559744,-0.392192,0.047513,-0.915708,0.102168,-0.423351,-0.063611,0.060728,-1.19755,0.761499,0.899598,0.707012,-0.03551,car
0.093,-1.904,-1.458343,0.060404,-2.027752,-0.02345,-0.201593,-1.516387,-0.658595,0.112265,-1.019089,-0.059676,0.049714,-1.54052,2.039329,-1.025241,-1.318974,-0.07311,-0.147068,-1.679821,-1.73421,-0.458811,-1.355193,-0.753735,0.538749,-1.324698,1.590821,0.040495,-1.071506,-0.102881,0.833198,-0.127237,-1.90197,-0.003545,-1.505205,-0.296209,car
0.013,-1.661,-0.275945,0.072327,-0.648832,-0.080258,0.054377,-1.115502,-0.244636,-0.266913,-0.50122,0.477335,0.115898,-0.519873,0.529873,0.044326,-0.564148,-0.627533,0.929042,-0.156188,-0.678884,-0.085612,-0.549999,0.337352,-0.083276,0.11925,1.191608,-0.019197,-0.195091,0.017337,-0.013599,0.363031,-1.435181,0.540622,-1.515191,-0.088809,noncar
0.075,-0.69,-1.47141,-0.544535,-0.2203,0.809538,-0.081827,-0.34352,0.055311,0.306632,-0.484864,-0.050954,-0.106283,-0.893757,0.932839,-0.153789,-0.997332,-0.369579,-0.820308,-1.694457,-0.886748,-0.010057,-0.91997,-0.054569,0.064019,-1.364582,-0.8507,0.376585,-0.471906,-0.601453,0.021034,2.492322,0.877331,-0.688561,0.908644,-0.20629,car
-0.019,-1.054,0.079777,0.017243,0.011038,0.072498,0.960788,-1.080571,-0.663647,-0.945291,0.505655,0.616483,-0.811588,-0.318948,0.262304,0.513316,-0.264057,0.777535,0.030499,0.545307,-0.531486,-0.105378,-0.363389,0.091264,0.062098,-0.047556,0.555124,-0.03936,0.661146,-0.019014,0.047908,0.999068,-0.932398,0.130419,-0.353929,-0.639874,noncar
-0.66,0.889,1.306273,0.265609,1.683705,-0.934694,-0.685729,0.492446,-1.009813,-0.748141,0.737049,0.103517,0.963146,1.476576,-1.266586,0.256789,1.293529,-0.519345,-0.34621,1.68905,0.934314,0.117134,1.361729,-0.009376,-0.071307,0.400664,-0.627114,-0.243775,-0.416935,-0.638717,-0.34989,1.275193,0.10761,0.737071,0.683921,0.030973,car
-0.126,-0.568,-0.114054,-0.298688,-0.793669,0.702243,-0.355408,-0.345566,0.311668,-0.383873,-0.511763,0.525144,-0.033264,-0.935871,0.853697,-0.042633,-0.997985,-0.058339,0.020071,-0.397024,-0.859449,0.012007,-0.818179,0.363654,0.793957,-0.041519,-0.795003,-0.787321,0.6282,-0.660761,-0.084248,-0.185896,0.690406,0.348198,0.507773,-0.114602,noncar
-0.875,0.282,-1.46065,0.025017,-0.486313,0.279413,0.234422,0.389324,1.024285,-0.111724,-0.546238,-0.181014,-0.191182,-0.485068,0.238942,-0.02611,-0.65106,-0.272577,0.059432,-1.403972,-0.310717,0.145161,-0.610891,0.853439,-0.043469,-1.392917,-0.482385,-0.717568,-1.321133,0.5625,-0.091294,0.487448,1.911929,-0.693169,1.24994,-0.705823,noncar
0.159,-0.811,-0.356327,-0.019233,-0.762309,-0.509097,0.039317,0.026414,1.411737,0.121001,-0.36543,-0.478891,-0.599446,-0.461996,0.37291,-0.038939,-0.613294,-0.039678,-0.024887,-0.212114,-0.465535,0.01739,-0.568148,0.080873,0.129189,-0.105768,0.484101,0.107975,-0.173489,-0.032702,-0.20085,-0.157146,-0.806508,0.316554,-1.197969,0.14953,noncar
-0.166,-0.082,-1.771546,-0.052817,-0.634693,-0.064162,-0.888117,-0.883076,-0.714745,0.550861,-0.562649,0.365913,-0.274109,-1.033548,1.180592,0.044218,-0.993353,0.299851,-0.71775,-1.676338,-0.952729,0.049261,-0.992823,0.439621,0.144723,-1.516233,-1.268285,-0.205055,-0.2991,-0.061828,-0.143628,0.893222,1.82134,-0.040117,1.403111,0.137555,car
-0.002,0.282,-0.895099,0.017249,-1.532497,0.101679,-0.761928,-1.585236,-1.314747,-0.081364,-0.53123,0.019046,-0.217493,-1.085615,1.420892,0.037701,-1.040549,0.102446,0.039277,-0.642613,-1.140848,-0.219685,-1.120207,0.039838,-0.128923,-0.726614,1.82475,0.329038,-0.061561,-0.025882,-0.910498,-1.3379,-1.236497,-0.027713,-1.746705,0.002071,noncar
-0.224,0.525,0.458106,-0.002487,1.247093,0.330968,0.419267,0.70981,-0.122094,0.034714,0.556542,-0.095433,0.021338,1.183231,-1.27935,0.248048,0.943045,0.007989,0.012814,0.260496,1.179245,0.180519,1.102105,-0.005494,-0.006181,0.469362,-0.109722,0.291716,-0.251014,0.080968,-0.526321,-0.606106,0.005476,-0.129164,0.09668,0.480869,car
-0.589,-0.447,-1.83647,0.04476,-0.966469,0.057704,-0.325076,-0.312259,-0.328807,-0.012078,-0.350576,0.075208,-0.124803,-0.836352,0.788807,0.241463,-1.033046,0.017081,-0.191186,-1.708857,-0.758203,0.0401,-0.802695,0.030823,0.4252,-1.798703,-1.497679,0.028039,-1.165136,0.092842,0.066426,-1.047802,1.857207,0.553581,1.52213,-0.476916,car
0.291,-1.054,0.006601,0.134359,-0.836264,-0.344284,-0.88726,-1.498812,-1.000334,0.642533,-0.301265,0.132232,-0.524619,-0.585017,0.479486,-0.421604,-0.535362,-0.052882,-0.052501,-0.18408,-0.618709,-0.017983,-0.718693,0.015319,0.095792,0.320573,1.221261,-0.36758,0.271378,0.315689,0.09899,-0.946385,-1.290785,0.045371,-1.559104,-1.056477,noncar
0.697,-0.325,-0.586962,-0.137642,0.666522,0.625053,-0.090674,0.782242,0.482388,-0.099084,0.133255,0.098573,-0.021471,0.350399,-0.628596,-0.094603,0.116934,-0.816976,-0.010935,-0.727638,0.41596,0.047302,0.396008,0.051774,0.040881,-0.715943,-0.794431,0.13739,0.878773,-0.892278,0.319396,1.317424,0.650323,0.151197,0.667053,-0.46141,car
-0,-0.568,-1.488792,-0.400446,-0.825261,-0.172176,-0.100522,-0.822692,-0.657395,0.106832,-0.365386,0.021462,-0.079502,-0.995765,1.132936,-0.049908,-0.985894,0.202304,-0.323707,-1.543095,-1.129725,-0.09456,-0.923268,0.03368,0.32289,-1.356803,-0.916659,0.433635,-0.667673,0.439117,0.19103,2.631089,0.703501,-0.045475,0.982762,0.486689,car
0.004,1.496,1.291806,-0.113518,1.038092,0.08105,-0.456282,0.94458,0.262657,-0.720222,0.478707,0.071542,-0.069592,1.551661,-1.328164,0.317801,1.679203,-0.674955,-0.649135,1.289569,1.215587,-0.025178,1.503055,0.793605,0.162275,1.218408,-0.215863,-0.189655,0.811389,0.282773,0.467562,1.307851,-0.079627,0.979597,0.267413,0.027905,car
0.483,-0.932,-1.102785,0.073031,0.358735,0.054783,-0.123153,0.210344,-0.332829,-0.093867,0.110379,0.069162,0.012988,0.052039,-0.280133,0.081802,-0.365934,-0.040447,0.074688,-1.119186,0.136239,-0.063619,0.096289,0.000069,-0.037096,-0.874588,-0.653548,-0.244727,0.087754,-0.041076,-0.02469,2.234077,0.686629,-0.363655,0.769831,-0.12398,car
-0.265,2.225,0.816466,0.301046,1.343713,0.067935,0.050222,0.803881,-0.438321,0.762402,0.557952,0.345053,-0.046661,1.198865,-1.144262,-0.124805,1.251058,0.227524,0.039228,0.777233,1.036149,0.299135,1.126578,-0.039408,0.79861,0.324439,-0.723197,-0.795835,1.789194,0.558976,-0.076913,1.050971,0.309028,0.623512,0.889446,-0.070862,car
0.133,-1.175,-1.25964,-0.25745,-0.780779,0.028222,-0.082959,-0.733871,0.006152,-0.150216,0.071004,-0.049225,0.158101,-0.974522,0.952627,-0.387596,-1.019081,-0.338249,0.702662,-0.982572,-0.967177,-0.46212,-0.95875,-0.001848,-0.005081,-1.03908,-0.628883,-0.209497,0.93719,0.461104,0.018123,-0.437413,0.784283,0.051793,0.859204,-0.342022,noncar
0.09,1.253,1.378476,0.051127,1.730321,0.024529,-0.472189,1.071143,-0.074514,-0.775902,0.507209,-0.868786,-0.069375,1.457436,-1.30032,0.897634,1.275365,0.773489,0.388783,1.302071,1.19124,-0.008701,1.533313,0.008685,0.087929,1.050786,-0.718079,0.071706,-1.30869,-0.412238,-0.024397,-0.384841,-0.081506,-0.051798,0.739165,0.00091,car
-0.8,0.646,0.34806,0.058911,0.522417,-0.986709,0.21977,1.750613,1.569578,0.739392,-0.748187,-0.301498,-0.37138,0.922552,-1.131579,-0.273969,1.002686,-0.009218,-0.008363,-0.092906,1.468333,-0.537138,1.094277,0.653252,0.704494,0.333072,0.871019,0.100201,-0.439406,0.738754,0.041653,-0.1588,0.509989,-0.111888,-0.644642,0.001731,noncar
-0.084,-1.175,-1.11527,0.10501,0.039008,-0.86583,0.008947,-0.840443,-0.975392,-0.330627,-0.333149,-0.393012,-0.053999,-0.689763,0.477467,-0.068585,-0.63707,-0.105046,-0.002068,-1.114833,-0.352321,-0.02448,-0.664667,-0.076368,-0.18072,-0.725146,0.173294,0.463398,-0.076818,0.029639,0.217075,1.815331,-0.651683,-0.024684,-0.529384,-0.094749,car
0.003,-1.054,-0.425694,-0.010968,-0.767095,0.093192,0.012334,-1.136774,-0.702272,0.483145,-0.273061,-0.101586,-0.366814,-0.572516,0.484378,0.438026,-0.59276,0.056749,0.310466,-0.181112,-0.330565,-0.483475,-0.63491,0.066325,-0.002899,-0.079753,1.189879,0.072871,0.68353,-0.14753,0.636912,0.240666,-1.151809,-0.255654,-1.405793,0.06243,noncar
-0.564,1.253,0.991918,0.025777,1.448296,0.020985,-0.549077,-0.004011,-1.043633,0.042508,0.336767,0.69881,-0.853653,1.14277,-1.179639,0.192517,1.317346,0.009547,0.020273,1.000599,0.965996,-0.01957,1.209717,0.023873,-0.397875,1.524541,-0.077617,-0.152278,0.427226,0.659506,0.620984,0.814042,-0.266194,-0.021107,0.230002,-0.424665,car
0.092,-1.054,-1.321645,-0.486381,-0.884907,0.112048,0.838812,-0.755308,-0.357576,0.084444,-0.438794,0.3821,0.144255,-1.145234,1.257042,-0.91711,-1.00395,-0.038179,0.019837,-1.277673,-1.229549,0.001196,-0.975346,0.202794,-0.861122,-1.675871,-1.039019,-0.127256,-0.641069,0.465185,-0.220777,0.13765,0.989715,0.348984,1.01255,0.853825,noncar
-0.02,-0.082,-0.514723,-0.072688,-1.148045,-0.072873,-0.562551,-1.344501,-1.318908,-0.723136,-0.31454,0.025816,-0.359206,-1.079034,1.278579,0.045592,-0.997825,-0.013444,0.049166,-0.253121,-0.865293,0.002416,-1.007657,0.011832,0.830957,-0.582178,0.824277,-0.018514,1.931274,0.031096,0.005504,-0.073786,-0.685206,-0.472333,-1.433389,0.736954,noncar
-0.368,-1.175,-0.843763,0.347543,-0.711959,0.099028,0.281846,-1.116545,-0.924937,-0.164868,-0.385807,-0.236238,-0.011868,-0.595252,0.39497,-0.341422,-0.588144,-0.137165,0.353419,-0.962129,-0.67842,-0.094396,-0.675368,0.101733,-0.091162,-0.299061,1.015174,-0.153956,1.13652,0.569979,0.125923,-1.245622,-1.529434,-0.475892,-1.311328,0.18552,car
-0.043,-0.325,0.76663,-0.001109,0.262437,-0.046649,-0.439149,0.794682,0.194538,-0.37326,-0.132891,0.171072,-0.066426,0.280309,-0.503026,0.015881,0.178456,-0.051655,-0.134541,0.52692,0.425535,0.122124,0.160091,0.024649,-0.091849,0.820378,-0.753439,0.031548,0.064386,0.00157,-0.091096,-0.845214,0.468418,0.086587,0.316874,0.280804,car
0.036,0.525,0.344737,0.05311,1.720037,-0.339036,-0.031655,0.968065,-0.414163,0.011648,0.524226,0.185655,0.412477,0.907252,-0.894519,0.000771,0.883585,0.687529,0.584476,0.360293,0.644953,-0.048263,0.863001,-0.000483,0.479545,-0.254518,-1.434837,-0.193199,-1.117776,-0.014824,0.156835,2.300915,0.845379,-0.303268,1.579794,0.041992,car
-0.143,0.889,1.023845,0.055568,1.028114,0.314493,-0.226325,0.727658,-0.241616,-0.056783,0.226978,-0.895586,0.729954,0.743337,-0.929957,-0.019367,0.542562,-0.058468,-0.750773,0.875968,0.989858,0.050194,0.750883,-0.013815,0.243264,1.437981,-0.651873,-0.757775,-1.341765,0.22433,0.081034,-0.229634,0.570382,-0.806927,0.728409,-0.052473,car
0.368,-0.447,0.38289,0.936125,-0.555765,0.311724,-0.861049,-0.944722,-0.352678,-0.133755,0.562835,-0.000534,-0.049193,-0.208199,0.079324,0.00004,-0.250137,0.160736,0.05593,0.311042,-0.564437,-0.279309,-0.343833,0.12441,0.852839,0.344637,0.560378,0.286958,0.97314,0.018083,0.30609,-0.56665,-0.917119,0.235666,-0.672282,-0.237386,noncar
-0.039,-0.325,-1.48295,0.470475,-1.458482,0.054746,0.10558,-1.173902,-0.639182,0.244755,-0.554964,-0.013703,-0.037533,-1.485631,1.920884,-0.000031,-1.379936,-0.19089,0.293336,-1.234704,-1.554323,-0.701817,-1.277155,0.099301,-0.024269,-1.751277,-0.712305,-0.276722,-0.087196,-0.161548,0.113114,0.043874,0.45527,-0.965882,0.383029,-0.608307,noncar
0.059,0.646,0.864439,0.095295,0.384068,0.447841,0.00781,1.005494,0.292946,-0.396929,0.309848,-0.045491,0.229103,0.434403,-0.781614,0.107113,0.528095,-0.076967,0.006982,0.75194,0.663648,-0.209425,0.516809,-0.162958,-0.034248,0.515429,-0.95349,-0.285433,1.144168,0.130554,-0.682545,-0.217271,0.850453,-0.054361,0.734471,0.186785,car
-0.382,1.011,1.290775,0.28204,1.206944,-0.01214,-0.019443,2.089722,1.28038,-0.161469,-1.020666,0.487393,-0.465587,2.048205,-1.548411,-0.123295,2.11266,0.548673,-0.009543,1.037573,2.492364,0.017593,2.270819,-0.077863,0.799353,2.004006,1.639518,-0.494303,0.163288,-0.018033,-0.143958,1.036949,-0.698288,0.030359,-1.511801,0.271841,noncar
0,-0.568,0.07961,0.03508,-0.473851,0.231889,-0.740737,-1.032313,-0.294456,-0.186464,0.038694,0.059344,-0.632181,-0.346011,0.446277,0.281434,-0.290856,-0.068084,-0.002632,0.731641,-0.593676,-0.419895,-0.480861,-0.071133,-1.017482,0.140833,0.874051,-0.007421,1.10608,0.062781,0.248688,-1.026327,-0.829799,0.184878,-0.65324,-0.045539,noncar
-0.19,0.889,1.146247,0.040386,1.233674,-0.040225,-0.073094,0.877243,-0.071823,-0.946944,0.083143,-0.321564,-0.001527,0.566174,-0.763871,-0.030744,0.499874,0.886683,0.002943,1.093725,0.544116,0.796005,0.3865,-0.237425,0.416665,0.89663,-0.790476,0.055929,1.572797,-0.96935,0.179218,0.310222,0.705469,-0.02551,0.791996,-0.260133,car
-0.12,0.16,1.913249,-0.027046,1.466384,0.553747,0.029493,1.785916,1.634244,0.877831,0.267229,0.065963,-0.077535,1.284755,-1.302141,-0.74683,1.376961,-0.018012,0.085218,1.955866,1.083221,0.670883,1.294741,0.576575,0.480127,1.558244,0.169256,-0.629499,-1.367378,0.148321,0.050756,-0.992236,-0.520447,-0.127622,-0.32558,-0.298068,car
-0.096,0.889,1.302101,0.050874,0.525967,0.160116,0.26447,0.802006,0.389373,0.00946,-0.557461,0.078541,-0.003844,1.031192,-1.134374,-0.047261,0.938137,-0.220626,-0.239781,0.923735,1.368385,0.594124,1.02109,-0.430868,0.174097,1.2667,0.791091,-0.695331,-0.312637,-0.010523,-0.030901,0.12367,0.497669,-0.036692,-0.499282,0.064323,noncar
-0.006,-0.325,-0.932839,0.060412,-0.012019,0.003935,-0.503743,-0.287739,0.755729,-0.064647,0.265688,-0.805715,-0.751902,-0.911698,0.570454,-0.113504,-0.549247,0.905301,0.413498,-0.697707,-0.808705,0.15592,-0.785687,0.047153,-0.709762,-0.524848,-0.608998,0.014938,1.317446,0.075081,0.136419,-0.393375,0.385271,-0.011042,0.680752,-0.955947,noncar
0.509,-0.325,0.298127,0.094828,-0.43779,0.066126,-0.83071,0.449946,1.691271,-0.377041,-0.411788,0.111763,0.451951,-0.421933,0.067848,-0.452645,-0.584007,0.964442,0.026059,-0.129483,-0.343433,-0.139674,-0.437017,0.02909,0.017439,0.548548,0.020761,0.006753,0.423879,0.028214,-0.014788,-0.614573,0.604158,0.006857,0.392756,-0.014104,noncar
-0.003,0.039,-1.298789,-0.014125,-0.543697,-0.542967,0.104808,-0.047409,-0.373628,0.042665,-0.336265,0.218913,0.002788,-0.190595,0.029792,-0.012209,-0.239289,0.62926,-0.234258,-1.013461,-0.241968,0.035427,-0.290858,-0.626906,-0.057795,-1.311319,-1.274845,-0.077819,-0.087763,0.058558,-0.105063,-0.660918,1.534955,0.373563,1.027415,0.697315,car
0.337,-0.204,-1.120198,0.031248,-0.525791,0.041977,0.042555,0.265601,0.002433,0.251796,0.10369,-0.02466,-0.003532,-0.242876,-0.097569,0.680924,-0.173928,-0.191032,-0.045793,-0.986452,-0.224815,0.039616,-0.300141,0.123743,0.126193,-1.277665,-1.29055,0.793296,0.130879,0.943444,0.138516,1.790449,1.258204,0.748286,1.343134,0.022084,car
-0,0.16,-0.283419,0.012811,-0.720714,-0.087311,0.156392,-0.333193,0.336397,0.05897,-0.530838,-0.439601,-0.18867,-0.807018,0.493668,0.333581,-0.610219,0.041448,0.036531,-0.524833,-0.675771,-0.148165,-0.781117,0.02688,0.211251,-0.133716,-0.781286,0.098371,0.282025,0.188312,-0.077478,-0.975489,0.943501,-0.433074,0.602929,-0.771278,noncar
0.667,1.496,1.166326,-0.340648,1.175953,0.037418,0.099485,1.283951,0.28952,-0.095367,0.531817,-0.079636,-0.08105,0.946001,-1.068969,-0.028827,0.915549,-0.005016,0.775453,0.581733,0.818066,0.447953,0.924853,0.019519,-0.51093,0.927468,-1.002904,-0.055495,-0.843174,-0.032338,-0.062947,-1.020544,0.503043,-0.378321,1.064451,0.020859,car
-0.152,-1.54,-0.309921,-0.001136,-0.779521,0.510578,-0.286084,-0.860907,-0.00006,-0.021027,-0.267717,0.053645,0.036862,-0.598427,0.639149,0.082332,-0.546654,-0.97246,-0.004881,-0.212919,-0.467123,-0.04612,-0.653306,0.033559,-0.676974,-0.151136,1.342269,0.112887,-1.084296,-0.718835,-0.090011,0.131866,-1.387496,0.567697,-1.518851,-0.341853,noncar
0.973,-0.204,-0.356146,-0.020417,-0.76911,-0.00339,0.164679,-1.247904,-1.209937,0.064445,-0.589798,0.141872,-0.145452,-0.909591,1.042322,-0.839184,-1.033352,0.112212,-0.050963,-0.200134,-0.817568,0.110711,-0.893458,0.043746,0.232134,-0.106267,0.797123,0.508689,-0.409787,0.011831,-0.062836,0.378762,-0.945832,0.294727,-1.444525,-0.324142,noncar
-0.941,-1.297,-0.025831,-0.222857,-0.502286,0.552591,-0.615805,-0.378192,0.828485,0.105826,-0.067525,0.002561,0.621941,-0.812829,0.623642,0.041491,-0.945782,-0.023128,-0.064085,-0.287503,-0.669892,0.449724,-0.743172,-0.035438,0.12736,0.199633,-0.225388,0.435109,0.695724,-0.061977,-0.453641,-1.069526,0.38224,-0.234171,0.477261,-0.174049,noncar
-0.241,1.132,1.957831,0.098021,1.411364,-0.172725,0.339551,1.539477,0.965546,-0.005457,0.479368,-0.536249,-0.092085,1.367197,-1.361348,-0.173333,1.33048,-0.153664,0.698052,1.73999,1.206862,0.046765,1.470207,-0.30959,-0.136169,2.310215,0.13276,0.065068,0.757656,-0.165573,-0.170625,-1.110285,-0.342411,0.000899,-0.119683,0.118702,car
0.071,0.525,-0.52199,-0.045274,0.51671,-0.307569,-0.660193,0.704603,-0.1026,0.882971,0.059883,0.068792,0.511524,0.305166,-0.512495,0.060289,0.096518,0.055484,-0.184211,-0.210251,0.023882,0.000335,0.261334,-0.004,-0.184041,-1.237885,-1.619899,-0.296915,-0.783394,0.031682,0.105555,-0.447258,1.701851,0.131086,1.607443,0.133231,car
-0.004,-0.447,-0.658888,-0.04566,-1.30457,0.556068,-0.319674,-0.654763,-0.25352,-0.154829,-0.578463,0.226239,-0.059896,-1.200873,1.468812,0.135003,-0.995827,0.830143,0.43383,-0.424207,-1.314269,0.693998,-1.12544,0.053063,-0.030922,-0.560949,-1.598669,0.059422,1.397401,-0.067093,-0.84699,-0.895291,1.948623,0.072332,1.696227,0.009314,noncar
0.762,1.496,1.094428,-0.535956,1.597613,-0.262572,-0.11985,1.239743,0.095509,0.067207,-0.135374,-0.074203,-0.071386,0.968308,-1.010375,-0.885317,0.87682,0.496336,-0.132366,0.859835,0.888392,-0.020985,0.903329,-0.207708,-0.06223,0.766819,-0.738083,0.019919,0.531433,-0.028022,-0.485853,0.495898,0.84765,0.353084,0.756757,0.830586,car
0.763,0.403,0.403224,-0.071414,0.014486,-0.647037,-0.344049,0.352327,0.285142,0.170526,-0.046607,0.014849,0.063953,0.037856,-0.166092,-0.364108,-0.258021,0.248263,0.050582,0.112919,0.098752,-0.04033,-0.028336,-0.357782,0.933485,0.309078,-0.296448,0.072649,0.926767,0.009065,-0.32906,-1.162997,0.430891,0.347324,0.374696,0.401679,car
-0.233,-1.054,-0.862892,-0.534579,-0.922735,-0.273234,-0.024043,-1.479134,-1.18537,0.052423,-1.025472,0.90204,0.038303,-0.497876,0.479903,0.035145,-0.606483,0.181471,0.005865,-1.036125,-0.60713,0.249867,-0.491777,0.733857,0.039821,-0.41854,1.878351,0.127097,1.324792,-0.407173,-0.035953,-1.10414,-1.419148,0.018267,-1.737975,0.079237,car
-0.048,0.768,0.766101,-0.045409,-0.090647,-0.000506,-1.011422,1.143249,0.980843,0.736065,-0.621451,-0.258635,-0.392972,0.491581,-0.756031,-0.002967,0.217497,-0.007358,-0.307992,0.534883,0.554572,0.063236,0.479305,-0.912735,0.052706,0.75336,0.129199,-0.048415,-0.61178,0.060107,-0.036668,0.043945,1.53562,-0.178683,0.483219,-0.927639,noncar
0.859,-1.418,-0.331019,-0.037568,-0.679238,-0.021299,-0.015576,-0.392212,0.745771,0.139695,-0.303256,0.641569,0.266164,-0.629743,0.389302,0.808995,-0.698022,-0.158934,-0.401965,-0.348888,-0.618703,0.094067,-0.677851,0.066773,0.766023,-0.040693,0.7373,-0.101128,0.157874,0.239955,0.052062,-0.262204,-1.281651,0.153813,-1.271746,-0.0093,noncar
-0.018,-1.904,-0.354746,0.074935,-0.764534,0.001613,-0.018016,-0.650166,0.428891,0.022022,-0.124195,-0.029362,0.354388,-0.625246,0.606624,-0.548037,-0.572345,-0.525761,-0.041185,-0.302838,-0.620602,0.49614,-0.700034,-0.078723,0.086631,-0.169728,0.569983,0.523864,-1.059101,0.012713,-0.819253,0.045193,-1.294732,0.118812,-1.297322,0.56192,noncar
-0.375,0.282,1.421862,0.047818,1.409556,0.075741,0.044312,0.139191,-0.452124,-0.425113,0.233123,0.113043,-0.258916,1.375556,-1.285899,-0.002633,1.336819,0.035493,0.564978,1.881975,1.025668,0.192894,1.346126,-0.010926,-0.294592,1.483581,0.31716,-0.066402,1.387059,0.192464,-0.522355,1.136455,-0.520491,0.010245,-0.250026,-0.023896,car
0.265,1.375,1.033974,-0.030513,1.71236,0.100457,-0.03923,0.962786,0.069533,-0.204738,0.546318,-0.026744,0.163071,1.607069,-1.478465,-0.058222,1.73064,0.537495,0.944641,0.979657,1.368873,0.290762,1.539358,-0.195245,0.378522,0.869284,-0.068602,-0.23005,1.205577,-0.81839,-0.734029,0.37766,-0.044642,0.166318,0.589231,0.183084,car
-0.015,-0.204,-0.73667,0.001311,-1.352991,-0.014095,0.719759,-0.757002,-0.281131,-0.131874,-0.075882,0.500935,0.023675,-1.285132,1.373721,-0.071348,-1.356389,0.001099,0.128421,-0.697372,-1.255003,-0.147758,-1.043864,-0.042106,0.018162,-0.782269,-1.44071,-0.68438,1.301844,0.115111,0.25823,-1.295915,2.376488,-0.638848,1.976681,-0.029549,noncar
-0.615,-0.325,-0.182433,-0.0313,-1.033699,0.072785,0.006324,-0.50872,0.236751,-0.047154,-0.360274,0.041958,-0.036501,-0.986362,0.955744,0.473645,-0.921573,0.411494,-0.175859,-0.163112,-0.797936,-0.163164,-0.845651,-0.572251,0.057396,-0.184159,-0.046385,-0.157989,-1.014631,0.283188,0.033106,-0.397385,-0.193356,-0.009543,-0.222661,-0.009419,noncar
0.013,1.253,1.659577,0.05979,1.659348,0.412005,0.009414,1.829915,0.655254,0.110002,0.82401,0.006812,-0.316619,1.44476,-1.441473,0.274472,1.365906,0.023026,-0.070476,1.809918,1.382855,-0.071367,1.446201,0.00224,0.112687,1.717826,-0.766565,-0.423359,0.355933,-0.573491,-0.398338,0.982517,0.403455,-0.052006,0.802648,-0.046132,car
-0.008,1.375,0.82552,-0.136741,0.743304,0.068202,0.0439,0.089911,-0.972733,-0.022007,-0.915742,-0.01703,0.064748,1.621019,-1.414123,0.235939,1.708119,0.229651,0.7248,0.751992,2.118906,0.810926,1.688494,0.164189,-1.006327,0.955691,1.394366,0.109983,-0.539548,0.273001,0.694539,-0.040466,-0.39815,-0.030437,-1.492157,-0.064479,noncar
-0.35,1.618,1.792878,-0.401857,1.393156,0.014868,0.136263,0.997534,-0.045866,-0.583416,0.494416,-0.353635,0.026918,1.527076,-1.339774,0.67922,1.598671,-0.058139,-0.014484,2.061862,1.517162,0.018485,1.627225,0.350569,-0.300947,1.131665,-0.041016,-0.021824,1.755247,-0.517809,0.026147,-1.29416,-0.004384,-0.354346,0.077285,-0.103497,car
0.215,-1.418,-0.78044,0.474297,-0.533063,0.604835,0.808291,-0.89397,-0.581683,0.130952,-0.079774,0.052951,-0.1094,-0.436006,0.32495,-0.13893,-0.628136,0.089201,0.567647,-0.958897,-0.495652,0.025671,-0.586368,-0.643657,-0.038262,-0.682566,0.377884,-0.008557,0.972485,0.048474,0.296117,-0.329916,-1.225069,-0.668998,-1.099722,-0.730323,car
-0.024,0.403,1.681253,0.59584,1.333494,0.02591,0.049553,1.537001,1.185557,-0.030298,-0.01089,0.13065,-0.46644,1.301951,-1.204761,-0.721839,1.321493,-0.004042,-1.007361,1.631329,1.040713,0.03433,1.215701,-0.001522,0.126042,1.386049,0.174976,-0.875964,-1.097095,0.032566,0.061831,1.217511,-0.515672,-0.463584,0.027607,0.54139,car
